Step,Final_CE,Align_Loss,Halt_Loss,LR,Diffs,Halts
4330,3.3802,0.1353,0.1572,0.000055,"[0.16,0.35,2.39]","[0.48,0.42,0.27]"
4340,3.1065,0.1355,0.1612,0.000055,"[0.16,0.35,2.40]","[0.47,0.41,0.27]"
4350,3.1703,0.1358,0.1535,0.000055,"[0.16,0.36,2.40]","[0.49,0.40,0.27]"
4360,3.0672,0.1368,0.1505,0.000055,"[0.16,0.35,2.41]","[0.47,0.40,0.27]"
4370,3.2822,0.1354,0.1596,0.000055,"[0.16,0.36,2.40]","[0.48,0.41,0.27]"
4380,3.1441,0.1364,0.1547,0.000055,"[0.15,0.36,2.40]","[0.47,0.40,0.27]"
4390,3.1200,0.1359,0.1585,0.000055,"[0.17,0.36,2.39]","[0.47,0.42,0.27]"
4400,3.1373,0.1358,0.1638,0.000055,"[0.17,0.35,2.38]","[0.49,0.41,0.27]"
4410,3.0059,0.1349,0.1642,0.000055,"[0.16,0.35,2.38]","[0.47,0.40,0.27]"
4420,2.9462,0.1349,0.1585,0.000055,"[0.17,0.35,2.37]","[0.48,0.41,0.27]"
4430,3.0350,0.1350,0.1558,0.000055,"[0.17,0.35,2.38]","[0.47,0.42,0.27]"
4440,3.2210,0.1355,0.1531,0.000055,"[0.15,0.36,2.39]","[0.46,0.39,0.27]"
4450,3.1978,0.1343,0.1614,0.000055,"[0.16,0.35,2.38]","[0.48,0.40,0.27]"
4460,3.0361,0.1343,0.1618,0.000055,"[0.16,0.36,2.38]","[0.48,0.41,0.27]"
4470,3.2025,0.1357,0.1577,0.000055,"[0.17,0.36,2.38]","[0.48,0.42,0.27]"
4480,3.1555,0.1369,0.1511,0.000055,"[0.16,0.36,2.38]","[0.48,0.41,0.27]"
4490,3.2700,0.1357,0.1580,0.000055,"[0.15,0.35,2.38]","[0.47,0.41,0.27]"
4500,3.2976,0.1359,0.1561,0.000055,"[0.16,0.35,2.38]","[0.46,0.40,0.27]"
4510,3.0726,0.1350,0.1592,0.000055,"[0.16,0.35,2.38]","[0.48,0.40,0.27]"
4520,3.2757,0.1356,0.1574,0.000055,"[0.16,0.35,2.38]","[0.48,0.40,0.27]"
4530,3.2659,0.1366,0.1537,0.000055,"[0.15,0.35,2.38]","[0.47,0.39,0.27]"
4540,3.0232,0.1361,0.1581,0.000054,"[0.17,0.35,2.36]","[0.48,0.41,0.27]"
4550,3.1829,0.1351,0.1591,0.000054,"[0.15,0.36,2.37]","[0.47,0.39,0.27]"
4560,3.1670,0.1351,0.1579,0.000054,"[0.16,0.35,2.36]","[0.47,0.41,0.27]"
4570,3.2270,0.1369,0.1460,0.000054,"[0.16,0.36,2.37]","[0.48,0.41,0.27]"
4580,3.1759,0.1342,0.1577,0.000054,"[0.16,0.35,2.37]","[0.47,0.40,0.27]"
4590,2.8708,0.1338,0.1624,0.000054,"[0.17,0.35,2.36]","[0.48,0.40,0.27]"
4600,3.2016,0.1350,0.1508,0.000054,"[0.16,0.35,2.36]","[0.48,0.42,0.27]"
4610,2.9039,0.1345,0.1518,0.000054,"[0.16,0.35,2.37]","[0.48,0.40,0.27]"
4620,2.9767,0.1348,0.1527,0.000054,"[0.17,0.35,2.37]","[0.49,0.41,0.27]"
4630,3.4730,0.1344,0.1543,0.000054,"[0.16,0.35,2.37]","[0.47,0.40,0.27]"
4640,3.2139,0.1349,0.1524,0.000054,"[0.16,0.35,2.38]","[0.47,0.41,0.27]"
4650,3.2406,0.1354,0.1499,0.000054,"[0.16,0.36,2.37]","[0.48,0.41,0.27]"
4660,3.0306,0.1344,0.1559,0.000054,"[0.17,0.35,2.36]","[0.49,0.40,0.27]"
4670,3.1028,0.1326,0.1631,0.000054,"[0.17,0.35,2.37]","[0.48,0.41,0.27]"
4680,3.1714,0.1349,0.1556,0.000054,"[0.17,0.36,2.35]","[0.48,0.40,0.27]"
4690,3.3014,0.1347,0.1560,0.000054,"[0.15,0.36,2.36]","[0.47,0.39,0.27]"
4700,3.1491,0.1346,0.1525,0.000054,"[0.16,0.36,2.36]","[0.48,0.40,0.27]"
4710,3.0624,0.1338,0.1529,0.000054,"[0.15,0.36,2.36]","[0.47,0.39,0.27]"
4720,3.2148,0.1326,0.1585,0.000054,"[0.16,0.36,2.36]","[0.49,0.41,0.27]"
4730,3.2967,0.1330,0.1541,0.000054,"[0.16,0.36,2.37]","[0.48,0.41,0.27]"
4740,3.2753,0.1321,0.1583,0.000054,"[0.16,0.36,2.37]","[0.47,0.40,0.27]"
4750,3.1752,0.1319,0.1583,0.000054,"[0.16,0.36,2.36]","[0.47,0.40,0.27]"
4760,3.0978,0.1320,0.1572,0.000054,"[0.16,0.36,2.37]","[0.47,0.41,0.27]"
4770,3.1865,0.1335,0.1499,0.000054,"[0.16,0.35,2.37]","[0.48,0.41,0.27]"
4780,3.2607,0.1324,0.1550,0.000054,"[0.16,0.35,2.37]","[0.48,0.41,0.27]"
4790,3.1351,0.1322,0.1591,0.000054,"[0.17,0.35,2.38]","[0.48,0.40,0.27]"
4800,3.0859,0.1326,0.1593,0.000054,"[0.16,0.35,2.36]","[0.47,0.41,0.27]"
4810,3.3879,0.1348,0.1495,0.000054,"[0.16,0.35,2.37]","[0.47,0.40,0.27]"
4820,3.3564,0.1335,0.1575,0.000054,"[0.16,0.35,2.37]","[0.47,0.40,0.27]"
4830,3.3147,0.1360,0.1567,0.000054,"[0.16,0.36,2.38]","[0.48,0.40,0.27]"
4840,3.3025,0.1347,0.1621,0.000054,"[0.16,0.35,2.37]","[0.49,0.40,0.27]"
4850,3.3073,0.1345,0.1444,0.000054,"[0.16,0.36,2.37]","[0.48,0.41,0.27]"
4860,3.2485,0.1317,0.1559,0.000054,"[0.16,0.36,2.36]","[0.46,0.41,0.27]"
4870,3.2181,0.1340,0.1511,0.000054,"[0.16,0.36,2.36]","[0.48,0.41,0.27]"
4880,3.4034,0.1319,0.1607,0.000054,"[0.16,0.36,2.37]","[0.47,0.40,0.27]"
4890,3.1620,0.1329,0.1538,0.000054,"[0.17,0.35,2.35]","[0.48,0.40,0.27]"
4900,2.9687,0.1335,0.1492,0.000053,"[0.17,0.35,2.36]","[0.47,0.41,0.27]"
4910,3.2628,0.1320,0.1543,0.000053,"[0.17,0.35,2.36]","[0.49,0.41,0.27]"
4920,3.2495,0.1318,0.1588,0.000053,"[0.16,0.35,2.35]","[0.48,0.41,0.27]"
4930,3.2023,0.1331,0.1540,0.000053,"[0.17,0.36,2.34]","[0.48,0.41,0.27]"
4940,3.0618,0.1338,0.1521,0.000053,"[0.16,0.35,2.35]","[0.48,0.41,0.27]"
4950,2.9998,0.1333,0.1533,0.000053,"[0.17,0.35,2.35]","[0.48,0.41,0.27]"
4960,3.1265,0.1346,0.1503,0.000053,"[0.16,0.35,2.36]","[0.47,0.40,0.27]"
4970,2.9723,0.1391,0.1565,0.000053,"[0.17,0.35,2.34]","[0.48,0.40,0.27]"
4980,3.1519,0.1393,0.1367,0.000053,"[0.17,0.35,2.33]","[0.47,0.42,0.26]"
4990,3.1856,0.1333,0.1570,0.000053,"[0.16,0.35,2.34]","[0.47,0.39,0.27]"
5000,3.2502,0.1354,0.1583,0.000053,"[0.16,0.35,2.33]","[0.47,0.40,0.27]"
5010,3.1326,0.1348,0.1559,0.000053,"[0.16,0.36,2.32]","[0.48,0.41,0.27]"
5020,3.0458,0.1356,0.1504,0.000053,"[0.17,0.35,2.30]","[0.48,0.42,0.27]"
5030,3.2621,0.1323,0.1588,0.000053,"[0.16,0.36,2.32]","[0.48,0.42,0.27]"
5040,3.0441,0.1326,0.1558,0.000053,"[0.16,0.36,2.33]","[0.49,0.40,0.27]"
5050,2.9579,0.1335,0.1515,0.000053,"[0.17,0.35,2.31]","[0.48,0.42,0.27]"
5060,3.2657,0.1321,0.1554,0.000053,"[0.16,0.36,2.34]","[0.47,0.41,0.27]"
5070,3.1184,0.1323,0.1566,0.000053,"[0.17,0.35,2.33]","[0.47,0.41,0.27]"
5080,3.0726,0.1319,0.1572,0.000053,"[0.16,0.36,2.33]","[0.48,0.41,0.27]"
5090,3.0608,0.1327,0.1538,0.000053,"[0.16,0.35,2.33]","[0.48,0.40,0.27]"
5100,3.2000,0.1330,0.1513,0.000053,"[0.17,0.35,2.33]","[0.46,0.41,0.27]"
5110,2.9987,0.1328,0.1485,0.000053,"[0.16,0.36,2.33]","[0.48,0.40,0.27]"
5120,3.1420,0.1323,0.1527,0.000053,"[0.16,0.36,2.32]","[0.47,0.40,0.27]"
5130,3.3448,0.1325,0.1525,0.000053,"[0.16,0.36,2.32]","[0.46,0.42,0.27]"
5140,3.1660,0.1331,0.1515,0.000053,"[0.17,0.35,2.32]","[0.48,0.41,0.27]"
5150,3.1529,0.1332,0.1502,0.000053,"[0.17,0.36,2.33]","[0.48,0.41,0.27]"
5160,3.1505,0.1319,0.1551,0.000053,"[0.16,0.36,2.33]","[0.48,0.41,0.27]"
5170,3.2204,0.1315,0.1564,0.000053,"[0.16,0.36,2.33]","[0.48,0.41,0.27]"
5180,3.4062,0.1323,0.1509,0.000053,"[0.16,0.35,2.32]","[0.48,0.42,0.27]"
5190,2.9859,0.1317,0.1515,0.000053,"[0.16,0.35,2.32]","[0.47,0.41,0.27]"
5200,3.1019,0.1319,0.1570,0.000053,"[0.17,0.35,2.32]","[0.48,0.41,0.27]"
5210,3.0555,0.1321,0.1518,0.000053,"[0.16,0.36,2.32]","[0.47,0.40,0.27]"
5220,3.0432,0.1325,0.1535,0.000053,"[0.17,0.35,2.31]","[0.49,0.40,0.27]"
5230,3.1315,0.1330,0.1531,0.000053,"[0.16,0.36,2.31]","[0.47,0.39,0.27]"
5240,3.1381,0.1342,0.1487,0.000053,"[0.16,0.36,2.30]","[0.48,0.40,0.27]"
5250,3.1066,0.1332,0.1528,0.000052,"[0.16,0.36,2.31]","[0.46,0.39,0.27]"
5260,3.1589,0.1319,0.1569,0.000052,"[0.16,0.35,2.30]","[0.47,0.40,0.27]"
5270,3.2980,0.1318,0.1561,0.000052,"[0.16,0.36,2.32]","[0.48,0.41,0.27]"
5280,3.3860,0.1325,0.1551,0.000052,"[0.16,0.36,2.31]","[0.48,0.41,0.27]"
5290,3.3710,0.1320,0.1555,0.000052,"[0.16,0.36,2.31]","[0.48,0.40,0.27]"
5300,3.0651,0.1312,0.1542,0.000052,"[0.16,0.35,2.31]","[0.47,0.41,0.27]"
5310,3.1920,0.1312,0.1525,0.000052,"[0.16,0.35,2.31]","[0.48,0.40,0.27]"
5320,3.1890,0.1310,0.1579,0.000052,"[0.16,0.36,2.32]","[0.47,0.41,0.27]"
5330,3.1497,0.1314,0.1562,0.000052,"[0.16,0.35,2.31]","[0.48,0.41,0.27]"
5340,3.3928,0.1325,0.1499,0.000052,"[0.16,0.36,2.31]","[0.47,0.41,0.27]"
5350,2.8376,0.1325,0.1499,0.000052,"[0.16,0.35,2.29]","[0.48,0.42,0.27]"
5360,3.1469,0.1327,0.1519,0.000052,"[0.17,0.36,2.31]","[0.48,0.41,0.27]"
5370,3.2651,0.1315,0.1583,0.000052,"[0.15,0.36,2.30]","[0.47,0.40,0.27]"
5380,3.1322,0.1330,0.1586,0.000052,"[0.17,0.36,2.29]","[0.48,0.41,0.27]"
5390,2.8760,0.1354,0.1459,0.000052,"[0.17,0.35,2.29]","[0.48,0.41,0.27]"
5400,2.9368,0.1339,0.1480,0.000052,"[0.17,0.35,2.29]","[0.47,0.41,0.27]"
5410,3.2812,0.1338,0.1483,0.000052,"[0.15,0.36,2.29]","[0.46,0.40,0.27]"
5420,3.3081,0.1335,0.1470,0.000052,"[0.17,0.36,2.29]","[0.48,0.41,0.27]"
5430,3.0376,0.1328,0.1491,0.000052,"[0.17,0.36,2.30]","[0.48,0.41,0.27]"
5440,2.7708,0.1327,0.1492,0.000052,"[0.17,0.35,2.29]","[0.48,0.40,0.27]"
5450,3.2196,0.1314,0.1554,0.000052,"[0.16,0.35,2.30]","[0.47,0.40,0.27]"
5460,3.2195,0.1332,0.1481,0.000052,"[0.16,0.36,2.29]","[0.48,0.41,0.27]"
5470,3.3723,0.1319,0.1533,0.000052,"[0.16,0.36,2.30]","[0.47,0.40,0.27]"
5480,3.2084,0.1318,0.1565,0.000052,"[0.16,0.36,2.28]","[0.47,0.41,0.27]"
5490,3.3141,0.1317,0.1531,0.000052,"[0.16,0.36,2.29]","[0.47,0.41,0.27]"
5500,2.9916,0.1318,0.1525,0.000052,"[0.16,0.35,2.29]","[0.48,0.41,0.27]"
5510,3.1406,0.1305,0.1577,0.000052,"[0.17,0.36,2.29]","[0.47,0.41,0.27]"
5520,3.3161,0.1311,0.1571,0.000052,"[0.16,0.36,2.30]","[0.47,0.40,0.27]"
5530,3.1729,0.1312,0.1545,0.000052,"[0.17,0.35,2.28]","[0.49,0.41,0.27]"
5540,3.1191,0.1318,0.1504,0.000052,"[0.16,0.35,2.29]","[0.48,0.41,0.27]"
5550,3.0269,0.1310,0.1531,0.000052,"[0.17,0.35,2.29]","[0.48,0.41,0.27]"
5560,2.8532,0.1309,0.1543,0.000052,"[0.16,0.36,2.28]","[0.48,0.41,0.27]"
5570,3.3511,0.1313,0.1532,0.000051,"[0.16,0.36,2.29]","[0.47,0.41,0.27]"
5580,3.0314,0.1315,0.1500,0.000051,"[0.16,0.36,2.29]","[0.48,0.40,0.27]"
5590,3.1394,0.1317,0.1527,0.000051,"[0.17,0.35,2.28]","[0.48,0.40,0.27]"
5600,3.0417,0.1307,0.1557,0.000051,"[0.17,0.35,2.28]","[0.48,0.41,0.27]"
5610,3.1448,0.1325,0.1474,0.000051,"[0.15,0.36,2.29]","[0.47,0.41,0.27]"
5620,3.3201,0.1333,0.1474,0.000051,"[0.17,0.36,2.27]","[0.48,0.41,0.27]"
5630,3.0692,0.1312,0.1502,0.000051,"[0.16,0.36,2.28]","[0.47,0.40,0.27]"
5640,3.0841,0.1325,0.1455,0.000051,"[0.16,0.36,2.28]","[0.48,0.40,0.27]"
5650,2.9514,0.1323,0.1447,0.000051,"[0.17,0.35,2.27]","[0.48,0.41,0.27]"
5660,3.3263,0.1307,0.1519,0.000051,"[0.16,0.36,2.28]","[0.48,0.40,0.27]"
5670,3.2218,0.1308,0.1532,0.000051,"[0.16,0.35,2.29]","[0.47,0.40,0.27]"
5680,3.2956,0.1306,0.1518,0.000051,"[0.16,0.36,2.28]","[0.47,0.40,0.27]"
5690,3.1907,0.1310,0.1487,0.000051,"[0.16,0.36,2.28]","[0.48,0.40,0.27]"
5700,2.8843,0.1303,0.1532,0.000051,"[0.17,0.35,2.27]","[0.49,0.41,0.27]"
5710,3.2793,0.1304,0.1535,0.000051,"[0.16,0.36,2.28]","[0.47,0.41,0.27]"
5720,3.1423,0.1294,0.1552,0.000051,"[0.17,0.35,2.27]","[0.49,0.42,0.27]"
5730,3.2837,0.1290,0.1561,0.000051,"[0.15,0.36,2.27]","[0.47,0.41,0.27]"
5740,3.0977,0.1285,0.1578,0.000051,"[0.16,0.36,2.27]","[0.48,0.40,0.27]"
5750,3.0879,0.1298,0.1553,0.000051,"[0.16,0.36,2.28]","[0.47,0.40,0.27]"
5760,3.0261,0.1300,0.1497,0.000051,"[0.16,0.36,2.28]","[0.47,0.40,0.27]"
5770,3.1257,0.1309,0.1467,0.000051,"[0.16,0.35,2.27]","[0.48,0.41,0.27]"
5780,3.0255,0.1302,0.1503,0.000051,"[0.17,0.35,2.27]","[0.49,0.41,0.27]"
5790,3.1414,0.1301,0.1504,0.000051,"[0.17,0.36,2.27]","[0.48,0.42,0.27]"
5800,3.1406,0.1301,0.1512,0.000051,"[0.16,0.35,2.26]","[0.47,0.41,0.27]"
5810,2.9785,0.1286,0.1555,0.000051,"[0.16,0.36,2.27]","[0.47,0.41,0.27]"
5820,2.8453,0.1293,0.1503,0.000051,"[0.17,0.35,2.27]","[0.48,0.40,0.27]"
5830,3.1265,0.1295,0.1519,0.000051,"[0.16,0.36,2.28]","[0.48,0.40,0.27]"
5840,3.0225,0.1291,0.1551,0.000051,"[0.17,0.36,2.27]","[0.48,0.42,0.27]"
5850,2.9724,0.1300,0.1560,0.000051,"[0.17,0.35,2.27]","[0.48,0.41,0.27]"
5860,3.0841,0.1289,0.1526,0.000051,"[0.16,0.36,2.27]","[0.48,0.41,0.27]"
5870,3.0188,0.1300,0.1509,0.000051,"[0.17,0.36,2.27]","[0.48,0.42,0.27]"
5880,3.0431,0.1295,0.1481,0.000050,"[0.17,0.35,2.26]","[0.49,0.41,0.27]"
5890,2.9543,0.1308,0.1436,0.000050,"[0.17,0.36,2.27]","[0.48,0.41,0.27]"
5900,2.8479,0.1289,0.1527,0.000050,"[0.17,0.35,2.26]","[0.48,0.40,0.27]"
5910,3.0865,0.1288,0.1518,0.000050,"[0.15,0.36,2.27]","[0.47,0.41,0.27]"
5920,3.2790,0.1282,0.1547,0.000050,"[0.16,0.35,2.27]","[0.48,0.42,0.27]"
5930,2.9711,0.1287,0.1526,0.000050,"[0.16,0.36,2.27]","[0.48,0.41,0.27]"
5940,3.0523,0.1279,0.1516,0.000050,"[0.16,0.36,2.27]","[0.48,0.41,0.27]"
5950,3.1527,0.1287,0.1469,0.000050,"[0.16,0.35,2.27]","[0.47,0.41,0.27]"
5960,2.9516,0.1283,0.1493,0.000050,"[0.17,0.35,2.27]","[0.48,0.41,0.27]"
5970,3.0445,0.1283,0.1526,0.000050,"[0.17,0.36,2.26]","[0.48,0.41,0.27]"
5980,3.1319,0.1280,0.1513,0.000050,"[0.17,0.36,2.26]","[0.48,0.41,0.27]"
5990,3.3815,0.1273,0.1545,0.000050,"[0.16,0.36,2.27]","[0.46,0.40,0.27]"
6000,3.0340,0.1283,0.1465,0.000050,"[0.17,0.35,2.26]","[0.47,0.41,0.27]"
6010,3.1528,0.1275,0.1511,0.000050,"[0.16,0.36,2.26]","[0.47,0.40,0.27]"
6020,3.2296,0.1285,0.1498,0.000050,"[0.16,0.36,2.26]","[0.48,0.40,0.27]"
6030,3.1134,0.1276,0.1539,0.000050,"[0.17,0.35,2.26]","[0.47,0.42,0.27]"
6040,3.0178,0.1279,0.1546,0.000050,"[0.16,0.36,2.26]","[0.47,0.39,0.27]"
6050,3.2583,0.1278,0.1533,0.000050,"[0.16,0.36,2.26]","[0.47,0.41,0.27]"
6060,3.0848,0.1281,0.1515,0.000050,"[0.17,0.35,2.26]","[0.48,0.41,0.27]"
6070,3.0547,0.1267,0.1521,0.000050,"[0.16,0.36,2.26]","[0.48,0.39,0.27]"
6080,3.0303,0.1274,0.1524,0.000050,"[0.17,0.35,2.25]","[0.48,0.41,0.27]"
6090,3.0762,0.1265,0.1573,0.000050,"[0.15,0.36,2.25]","[0.46,0.39,0.27]"
